time,x,y,z,yaw,totalWeight,centroidCol,centroidRow,yawAngle
740036.0698111227,1.0137,-0.0004,-0.8870,0.0000,2642,80.5,60.5,1.2000
740036.0698111921,1.0148,-0.0004,-0.8870,0.0000,2642,80.5,60.5,1.2000
740036.0698114815,1.0158,-0.0004,-0.8870,-0.0000,2642,80.5,60.5,1.2000
740036.0698115625,1.0169,-0.0004,-0.8869,-0.0000,2642,80.5,60.5,1.2000
740036.0698116319,1.0179,-0.0004,-0.8869,-0.0000,2642,80.5,60.5,1.2000
740036.0698116898,1.0190,-0.0004,-0.8869,-0.0000,2642,80.5,60.5,1.2000
740036.0698120834,1.0200,-0.0004,-0.8868,-0.0000,2688,80.3,60.5,1.2000
740036.0698121528,1.0211,-0.0004,-0.8868,-0.0000,2688,80.3,60.5,1.2000
740036.0698122223,1.0221,-0.0004,-0.8868,-0.0000,2688,80.3,60.5,1.2000
740036.0698122917,1.0232,-0.0004,-0.8868,-0.0000,2688,80.3,60.5,1.2000
740036.0698126158,1.0242,-0.0004,-0.8867,-0.0000,2688,80.3,60.5,1.2000
740036.0698126851,1.0253,-0.0004,-0.8867,-0.0000,2688,80.3,60.5,1.2000
740036.0698127546,1.0263,-0.0004,-0.8867,0.0000,2688,80.3,60.5,1.2000
740036.0698128125,1.0274,-0.0004,-0.8867,0.0000,2688,80.3,60.5,1.2000
740036.0698131134,1.0284,-0.0004,-0.8866,-0.0000,2688,80.3,60.5,1.2000
740036.0698131829,1.0295,-0.0004,-0.8866,-0.0000,2688,80.3,60.5,1.2000
740036.0698132523,1.0305,-0.0004,-0.8865,-0.0000,2688,80.3,60.5,1.2000
740036.0698133218,1.0316,-0.0004,-0.8865,-0.0000,2688,80.3,60.5,1.2000
740036.0698135764,1.0326,-0.0004,-0.8865,-0.0000,2688,80.3,60.5,1.2000
740036.0698136574,1.0337,-0.0004,-0.8864,-0.0000,2688,80.3,60.5,1.2000
740036.0698137153,1.0347,-0.0004,-0.8864,-0.0000,2688,80.3,60.5,1.2000
740036.0698137847,1.0358,-0.0004,-0.8864,-0.0000,2688,80.3,60.5,1.2000
740036.0698142593,1.0368,-0.0004,-0.8864,-0.0000,2688,80.3,60.5,1.2000
740036.0698143519,1.0379,-0.0004,-0.8863,-0.0000,2688,80.3,60.5,1.2000
740036.0698144214,1.0389,-0.0004,-0.8863,-0.0000,2688,80.3,60.5,1.2000
740036.0698145254,1.0399,-0.0004,-0.8863,-0.0000,2688,80.3,60.5,1.2000
740036.0698148611,1.0410,-0.0005,-0.8863,-0.0000,2688,80.3,60.5,1.2000
740036.0698149306,1.0420,-0.0005,-0.8863,-0.0000,2688,80.3,60.5,1.2000
740036.0698150116,1.0430,-0.0005,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698151041,1.0441,-0.0005,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698154051,1.0451,-0.0005,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698154861,1.0461,-0.0005,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698155556,1.0472,-0.0006,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698156250,1.0482,-0.0006,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698159144,1.0492,-0.0006,-0.8862,-0.0000,2688,80.3,60.5,1.2000
740036.0698159954,1.0502,-0.0006,-0.8861,-0.0000,2688,80.3,60.5,1.2000
740036.0698160764,1.0513,-0.0006,-0.8861,-0.0000,2688,80.3,60.5,1.2000
740036.0698161575,1.0523,-0.0006,-0.8861,0.0000,2688,80.3,60.5,1.2000
740036.0698164814,1.0534,-0.0006,-0.8860,0.0000,2688,80.3,60.5,1.2000
740036.0698165856,1.0544,-0.0006,-0.8860,0.0000,2688,80.3,60.5,1.2000
740036.0698166667,1.0554,-0.0006,-0.8859,0.0000,2688,80.3,60.5,1.2000
740036.0698167592,1.0565,-0.0006,-0.8859,0.0000,2688,80.3,60.5,1.2000
740036.0698171180,1.0576,-0.0006,-0.8858,0.0000,2688,80.3,60.5,1.2000
740036.0698175116,1.0586,-0.0006,-0.8857,0.0000,2688,80.3,60.5,1.2000
740036.0698176852,1.0597,-0.0006,-0.8856,0.0000,2688,80.3,60.5,1.2000
740036.0698177777,1.0607,-0.0006,-0.8856,0.0000,2688,80.3,60.5,1.2000
740036.0698185301,1.0618,-0.0005,-0.8855,0.0000,2760,80.0,60.5,1.2000
740036.0698186343,1.0629,-0.0005,-0.8854,0.0000,2760,80.0,60.5,1.2000
740036.0698187269,1.0639,-0.0005,-0.8853,0.0000,2760,80.0,60.5,1.2000
740036.0698188194,1.0650,-0.0005,-0.8852,0.0000,2760,80.0,60.5,1.2000
740036.0698192477,1.0660,-0.0005,-0.8851,0.0000,2760,80.0,60.5,1.2000
740036.0698193402,1.0671,-0.0005,-0.8851,0.0000,2760,80.0,60.5,1.2000
740036.0698194329,1.0681,-0.0005,-0.8850,0.0000,2760,80.0,60.5,1.2000
740036.0698195139,1.0692,-0.0005,-0.8849,0.0000,2760,80.0,60.5,1.2000
740036.0698198379,1.0702,-0.0004,-0.8849,0.0000,2760,80.0,60.5,1.2000
740036.0698199190,1.0713,-0.0004,-0.8848,0.0000,2760,80.0,60.5,1.2000
740036.0698200000,1.0723,-0.0004,-0.8847,0.0000,2760,80.0,60.5,1.2000
740036.0698201042,1.0734,-0.0004,-0.8846,0.0000,2760,80.0,60.5,1.2000
740036.0698206944,1.0744,-0.0004,-0.8846,0.0000,2760,80.0,60.5,1.2000
740036.0698207871,1.0755,-0.0004,-0.8845,-0.0000,2760,80.0,60.5,1.2000
740036.0698209028,1.0765,-0.0004,-0.8844,-0.0000,2760,80.0,60.5,1.2000
740036.0698209953,1.0776,-0.0004,-0.8844,-0.0000,2760,80.0,60.5,1.2000
740036.0698223379,1.0786,-0.0004,-0.8843,-0.0000,2760,80.0,60.5,1.2000
740036.0698225000,1.0796,-0.0004,-0.8843,-0.0000,2760,80.0,60.5,1.2000
740036.0698226852,1.0807,-0.0004,-0.8842,0.0000,2760,80.0,60.5,1.2000
740036.0698228009,1.0817,-0.0004,-0.8841,0.0000,2760,80.0,60.5,1.2000
740036.0698231482,1.0827,-0.0004,-0.8841,-0.0000,2760,80.0,60.5,1.2000
740036.0698232407,1.0838,-0.0004,-0.8840,-0.0000,2760,80.0,60.5,1.2000
740036.0698233333,1.0848,-0.0004,-0.8839,-0.0000,2760,80.0,60.5,1.2000
740036.0698234375,1.0859,-0.0004,-0.8839,0.0000,2760,80.0,60.5,1.2000
740036.0698240162,1.0869,-0.0004,-0.8838,0.0000,2760,80.0,60.5,1.2000
740036.0698241089,1.0880,-0.0004,-0.8837,0.0000,2760,80.0,60.5,1.2000
740036.0698242361,1.0890,-0.0004,-0.8837,0.0000,2760,80.0,60.5,1.2000
740036.0698243171,1.0900,-0.0004,-0.8836,-0.0000,2760,80.0,60.5,1.2000
740036.0698247106,1.0911,-0.0004,-0.8835,0.0000,2760,80.0,60.5,1.2000
740036.0698248148,1.0921,-0.0004,-0.8835,0.0000,2760,80.0,60.5,1.2000
740036.0698249075,1.0932,-0.0004,-0.8834,0.0000,2760,80.0,60.5,1.2000
740036.0698250115,1.0942,-0.0004,-0.8833,0.0000,2760,80.0,60.5,1.2000
740036.0698254051,1.0953,-0.0004,-0.8832,0.0000,2760,80.0,60.5,1.2000
740036.0698254977,1.0963,-0.0004,-0.8831,0.0000,2760,80.0,60.5,1.2000
740036.0698255902,1.0974,-0.0003,-0.8830,0.0000,2760,80.0,60.5,1.2000
740036.0698256713,1.0984,-0.0003,-0.8829,0.0000,2760,80.0,60.5,1.2000
740036.0698260301,1.0995,-0.0003,-0.8828,0.0000,2760,80.0,60.5,1.2000
740036.0698261227,1.1006,-0.0003,-0.8827,0.0000,2760,80.0,60.5,1.2000
740036.0698262153,1.1016,-0.0002,-0.8826,0.0000,2760,80.0,60.5,1.2000
740036.0698262848,1.1027,-0.0002,-0.8825,0.0000,2760,80.0,60.5,1.2000
740036.0698268750,1.1037,-0.0002,-0.8825,0.0000,2760,80.0,60.5,1.2000
740036.0698273148,1.1048,-0.0002,-0.8824,0.0000,2760,80.0,60.5,1.2000
740036.0698274074,1.1058,-0.0002,-0.8823,0.0000,2760,80.0,60.5,1.2000
740036.0698275000,1.1069,-0.0002,-0.8822,0.0000,2760,80.0,60.5,1.2000
740036.0698279630,1.1079,-0.0002,-0.8821,0.0000,2760,80.0,60.5,1.2000
740036.0698280787,1.1090,-0.0002,-0.8820,0.0000,2760,80.0,60.5,1.2000
740036.0698282060,1.1100,-0.0001,-0.8820,0.0000,2760,80.0,60.5,1.2000
740036.0698282986,1.1110,-0.0001,-0.8819,0.0000,2760,80.0,60.5,1.2000
740036.0698285996,1.1121,-0.0001,-0.8818,0.0000,2760,80.0,60.5,1.2000
740036.0698287037,1.1131,-0.0001,-0.8817,0.0000,2760,80.0,60.5,1.2000
740036.0698287963,1.1142,-0.0001,-0.8817,0.0000,2760,80.0,60.5,1.2000
740036.0698288773,1.1152,-0.0001,-0.8816,0.0000,2760,80.0,60.5,1.2000
740036.0698291783,1.1163,-0.0001,-0.8815,0.0000,2760,80.0,60.5,1.2000
740036.0698292361,1.1173,-0.0001,-0.8814,0.0000,2760,80.0,60.5,1.2000
740036.0698293287,1.1183,-0.0001,-0.8814,0.0000,2760,80.0,60.5,1.2000
740036.0698293982,1.1194,-0.0001,-0.8813,0.0000,2760,80.0,60.5,1.2000
740036.0698297338,1.1204,-0.0001,-0.8812,0.0000,2760,80.0,60.5,1.2000
740036.0698298264,1.1215,-0.0000,-0.8811,0.0000,2760,80.0,60.5,1.2000
740036.0698298959,1.1225,-0.0000,-0.8810,0.0000,2760,80.0,60.5,1.2000
740036.0698299884,1.1236,-0.0000,-0.8810,0.0000,2760,80.0,60.5,1.2000
740036.0698305093,1.1246,-0.0000,-0.8809,0.0000,2760,80.0,60.5,1.2000
740036.0698305903,1.1257,0.0000,-0.8808,0.0000,2760,80.0,60.5,1.2000
740036.0698306828,1.1267,0.0000,-0.8807,0.0000,2760,80.0,60.5,1.2000
740036.0698307639,1.1278,0.0000,-0.8806,0.0000,2760,80.0,60.5,1.2000
740036.0698310764,1.1288,0.0001,-0.8806,0.0000,2760,80.0,60.5,1.2000
740036.0698311575,1.1299,0.0001,-0.8805,0.0000,2760,80.0,60.5,1.2000
740036.0698312268,1.1309,0.0001,-0.8804,0.0000,2760,80.0,60.5,1.2000
740036.0698312963,1.1320,0.0001,-0.8803,0.0000,2760,80.0,60.5,1.2000
740036.0698315393,1.1330,0.0001,-0.8803,0.0000,2760,80.0,60.5,1.2000
740036.0698316203,1.1340,0.0001,-0.8802,0.0000,2760,80.0,60.5,1.2000
740036.0698317013,1.1351,0.0001,-0.8801,0.0000,2760,80.0,60.5,1.2000
740036.0698317824,1.1361,0.0001,-0.8800,0.0000,2760,80.0,60.5,1.2000
740036.0698321412,1.1372,0.0002,-0.8800,0.0000,2760,80.0,60.5,1.2000
740036.0698322222,1.1382,0.0002,-0.8799,-0.0000,2760,80.0,60.5,1.2000
740036.0698323149,1.1393,0.0002,-0.8799,-0.0000,2760,80.0,60.5,1.2000
740036.0698323842,1.1403,0.0002,-0.8798,-0.0000,2760,80.0,60.5,1.2000
740036.0698327083,1.1413,0.0002,-0.8797,0.0000,2760,80.0,60.5,1.2000
740036.0698328009,1.1424,0.0002,-0.8797,0.0000,2760,80.0,60.5,1.2000
740036.0698328819,1.1434,0.0002,-0.8797,0.0000,2760,80.0,60.5,1.2000
740036.0698329976,1.1444,0.0002,-0.8796,0.0000,2760,80.0,60.5,1.2000
740036.0698338194,1.1455,0.0002,-0.8795,0.0000,2760,80.0,60.5,1.2000
740036.0698343287,1.1465,0.0002,-0.8795,0.0000,2760,80.0,60.5,1.2000
740036.0698344676,1.1475,0.0002,-0.8794,0.0000,2760,80.0,60.5,1.2000
740036.0698346297,1.1486,0.0002,-0.8793,0.0000,2760,80.0,60.5,1.2000
740036.0698353125,1.1496,0.0003,-0.8793,0.0000,2760,80.0,60.5,1.2000
740036.0698356018,1.1507,0.0003,-0.8792,0.0000,2760,80.0,60.5,1.2000
740036.0698356829,1.1517,0.0003,-0.8791,0.0000,2760,80.0,60.5,1.2000
740036.0698357871,1.1528,0.0003,-0.8790,0.0000,2760,80.0,60.5,1.2000
740036.0698362963,1.1538,0.0003,-0.8790,0.0000,2760,80.0,60.5,1.2000
740036.0698363658,1.1549,0.0004,-0.8789,0.0000,2760,80.0,60.5,1.2000
740036.0698364351,1.1559,0.0004,-0.8788,0.0000,2760,80.0,60.5,1.2000
740036.0698365046,1.1570,0.0004,-0.8788,0.0000,2760,80.0,60.5,1.2000
740036.0698370255,1.1580,0.0004,-0.8787,0.0000,2760,80.0,60.5,1.2000
740036.0698371180,1.1591,0.0004,-0.8786,0.0000,2760,80.0,60.5,1.2000
740036.0698371991,1.1601,0.0005,-0.8786,0.0000,2760,80.0,60.5,1.2000
740036.0698372916,1.1612,0.0005,-0.8785,-0.0000,2760,80.0,60.5,1.2000
740036.0698376389,1.1622,0.0005,-0.8784,-0.0000,2760,80.0,60.5,1.2000
740036.0698377084,1.1633,0.0005,-0.8784,-0.0000,2760,80.0,60.5,1.2000
740036.0698378009,1.1643,0.0005,-0.8784,0.0000,2760,80.0,60.5,1.2000
740036.0698378588,1.1653,0.0005,-0.8783,0.0000,2760,80.0,60.5,1.2000
740036.0698381482,1.1664,0.0005,-0.8783,-0.0000,2760,80.0,60.5,1.2000
740036.0698382176,1.1674,0.0005,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698382754,1.1684,0.0005,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698383449,1.1695,0.0005,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698387731,1.1705,0.0005,-0.8781,-0.0000,2760,80.0,60.5,1.2000
740036.0698388426,1.1715,0.0005,-0.8781,0.0000,2760,80.0,60.5,1.2000
740036.0698389583,1.1726,0.0005,-0.8781,0.0000,2760,80.0,60.5,1.2000
740036.0698390278,1.1736,0.0005,-0.8780,0.0000,2760,80.0,60.5,1.2000
740036.0698394097,1.1746,0.0005,-0.8780,0.0000,2760,80.0,60.5,1.2000
740036.0698395023,1.1757,0.0005,-0.8780,0.0000,2760,80.0,60.5,1.2000
740036.0698395834,1.1767,0.0006,-0.8779,0.0000,2760,80.0,60.5,1.2000
740036.0698396644,1.1777,0.0006,-0.8779,0.0000,2760,80.0,60.5,1.2000
740036.0698403356,1.1788,0.0006,-0.8779,0.0000,2760,80.0,60.5,1.2000
740036.0698404051,1.1798,0.0006,-0.8778,0.0000,2760,80.0,60.5,1.2000
740036.0698404977,1.1808,0.0006,-0.8778,0.0000,2760,80.0,60.5,1.2000
740036.0698405902,1.1819,0.0006,-0.8778,-0.0000,2760,80.0,60.5,1.2000
740036.0698408796,1.1829,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698409490,1.1839,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698410301,1.1850,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698410879,1.1860,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698414815,1.1870,0.0006,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698415625,1.1880,0.0006,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698416319,1.1890,0.0006,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698416898,1.1901,0.0005,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698419560,1.1911,0.0005,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698420139,1.1921,0.0005,-0.8777,-0.0000,2758,80.0,60.5,1.2000
740036.0698420834,1.1931,0.0005,-0.8777,0.0000,2758,80.0,60.5,1.2000
740036.0698421412,1.1941,0.0005,-0.8776,0.0000,2758,80.0,60.5,1.2000
740036.0698423727,1.1952,0.0005,-0.8776,-0.0000,2758,80.0,60.5,1.2000
740036.0698424537,1.1962,0.0005,-0.8776,-0.0000,2758,80.0,60.5,1.2000
740036.0698425232,1.1972,0.0005,-0.8776,-0.0000,2758,80.0,60.5,1.2000
740036.0698425694,1.1983,0.0005,-0.8776,-0.0000,2758,80.0,60.5,1.2000
740036.0698428241,1.1993,0.0005,-0.8776,-0.0000,2758,80.0,60.5,1.2000
740036.0698428820,1.2003,0.0005,-0.8775,0.0000,2758,80.0,60.5,1.2000
740036.0698429630,1.2013,0.0005,-0.8775,0.0000,2758,80.0,60.5,1.2000
740036.0698430209,1.2024,0.0005,-0.8775,0.0000,2758,80.0,60.5,1.2000
740036.0698434954,1.2034,0.0005,-0.8775,0.0000,2758,80.0,60.5,1.2000
740036.0698435648,1.2044,0.0006,-0.8774,0.0000,2758,80.0,60.5,1.2000
740036.0698436458,1.2055,0.0006,-0.8774,0.0000,2758,80.0,60.5,1.2000
740036.0698437036,1.2065,0.0006,-0.8773,0.0000,2758,80.0,60.5,1.2000
740036.0698440162,1.2076,0.0006,-0.8773,0.0000,2758,80.0,60.5,1.2000
740036.0698440856,1.2086,0.0006,-0.8772,0.0000,2758,80.0,60.5,1.2000
740036.0698441666,1.2097,0.0007,-0.8772,0.0000,2758,80.0,60.5,1.2000
740036.0698442361,1.2107,0.0007,-0.8771,0.0000,2758,80.0,60.5,1.2000
740036.0698444907,1.2118,0.0007,-0.8771,0.0000,2758,80.0,60.5,1.2000
740036.0698445602,1.2128,0.0007,-0.8770,0.0000,2758,80.0,60.5,1.2000
740036.0698446296,1.2139,0.0008,-0.8770,0.0001,2758,80.0,60.5,1.2000
740036.0698446991,1.2149,0.0008,-0.8769,0.0001,2758,80.0,60.5,1.2000
740036.0698449884,1.2160,0.0008,-0.8769,0.0000,2758,80.0,60.5,1.2000
740036.0698450463,1.2170,0.0008,-0.8768,0.0000,2758,80.0,60.5,1.2000
740036.0698451389,1.2181,0.0009,-0.8767,0.0000,2758,80.0,60.5,1.2000
740036.0698451968,1.2191,0.0009,-0.8767,0.0000,2758,80.0,60.5,1.2000
740036.0698455324,1.2202,0.0009,-0.8767,0.0000,2758,80.0,60.5,1.2000
740036.0698456018,1.2212,0.0009,-0.8767,0.0000,2758,80.0,60.5,1.2000
740036.0698456713,1.2222,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698457407,1.2233,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698459838,1.2243,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698460533,1.2253,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698461226,1.2264,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698461805,1.2274,0.0009,-0.8766,0.0000,2758,80.0,60.5,1.2000
740036.0698468055,1.2284,0.0010,-0.8766,0.0000,2760,80.0,60.5,1.2000
740036.0698468750,1.2295,0.0010,-0.8765,0.0000,2760,80.0,60.5,1.2000
740036.0698469444,1.2305,0.0010,-0.8765,-0.0000,2760,80.0,60.5,1.2000
740036.0698470023,1.2315,0.0010,-0.8765,-0.0000,2760,80.0,60.5,1.2000
740036.0698472917,1.2325,0.0010,-0.8765,-0.0000,2760,80.0,60.5,1.2000
740036.0698473842,1.2336,0.0010,-0.8765,-0.0000,2760,80.0,60.5,1.2000
740036.0698474769,1.2346,0.0010,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698475463,1.2356,0.0010,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698478125,1.2366,0.0009,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698478819,1.2377,0.0009,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698479514,1.2387,0.0009,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698480093,1.2397,0.0009,-0.8766,-0.0000,2760,80.0,60.5,1.2000
740036.0698482870,1.2407,0.0009,-0.8767,-0.0000,2760,80.0,60.5,1.2000
740036.0698483449,1.2417,0.0009,-0.8767,-0.0000,2760,80.0,60.5,1.2000
740036.0698484144,1.2428,0.0009,-0.8767,-0.0000,2760,80.0,60.5,1.2000
740036.0698484838,1.2438,0.0009,-0.8767,-0.0000,2760,80.0,60.5,1.2000
740036.0698487500,1.2448,0.0009,-0.8767,-0.0000,2760,80.0,60.5,1.2000
740036.0698488079,1.2458,0.0009,-0.8768,-0.0000,2760,80.0,60.5,1.2000
740036.0698489004,1.2468,0.0009,-0.8768,-0.0000,2760,80.0,60.5,1.2000
740036.0698489583,1.2479,0.0009,-0.8768,-0.0000,2760,80.0,60.5,1.2000
740036.0698492014,1.2489,0.0009,-0.8768,-0.0000,2760,80.0,60.5,1.2000
740036.0698492709,1.2499,0.0009,-0.8768,-0.0000,2760,80.0,60.5,1.2000
740036.0698493519,1.2509,0.0008,-0.8769,-0.0000,2760,80.0,60.5,1.2000
740036.0698494213,1.2519,0.0008,-0.8769,-0.0000,2760,80.0,60.5,1.2000
740036.0698497107,1.2530,0.0008,-0.8769,-0.0000,2760,80.0,60.5,1.2000
740036.0698499653,1.2540,0.0008,-0.8769,-0.0000,2760,80.0,60.5,1.2000
740036.0698500231,1.2550,0.0008,-0.8770,-0.0000,2760,80.0,60.5,1.2000
740036.0698501157,1.2560,0.0008,-0.8770,0.0000,2760,80.0,60.5,1.2000
740036.0698504051,1.2570,0.0008,-0.8770,-0.0000,2760,80.0,60.5,1.2000
740036.0698504630,1.2581,0.0008,-0.8770,-0.0000,2760,80.0,60.5,1.2000
740036.0698505440,1.2591,0.0008,-0.8771,-0.0000,2760,80.0,60.5,1.2000
740036.0698506018,1.2601,0.0008,-0.8771,-0.0000,2760,80.0,60.5,1.2000
740036.0698509028,1.2611,0.0008,-0.8771,-0.0000,2760,80.0,60.5,1.2000
740036.0698509838,1.2622,0.0008,-0.8771,-0.0000,2760,80.0,60.5,1.2000
740036.0698510533,1.2632,0.0007,-0.8772,-0.0000,2760,80.0,60.5,1.2000
740036.0698511227,1.2642,0.0007,-0.8772,-0.0000,2760,80.0,60.5,1.2000
740036.0698514121,1.2652,0.0007,-0.8772,0.0000,2760,80.0,60.5,1.2000
740036.0698514699,1.2662,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698515393,1.2672,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698515972,1.2683,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698519908,1.2693,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698520602,1.2703,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698521180,1.2714,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698521875,1.2724,0.0007,-0.8773,0.0000,2760,80.0,60.5,1.2000
740036.0698524074,1.2734,0.0007,-0.8773,-0.0000,2760,80.0,60.5,1.2000
740036.0698524768,1.2744,0.0007,-0.8773,-0.0000,2760,80.0,60.5,1.2000
740036.0698525463,1.2755,0.0007,-0.8773,-0.0000,2760,80.0,60.5,1.2000
740036.0698526042,1.2765,0.0007,-0.8774,-0.0000,2760,80.0,60.5,1.2000
740036.0698528241,1.2775,0.0007,-0.8774,-0.0000,2760,80.0,60.5,1.2000
740036.0698531482,1.2785,0.0007,-0.8774,-0.0000,2760,80.0,60.5,1.2000
740036.0698532407,1.2796,0.0007,-0.8774,-0.0000,2760,80.0,60.5,1.2000
740036.0698533218,1.2806,0.0007,-0.8775,-0.0000,2760,80.0,60.5,1.2000
740036.0698535764,1.2816,0.0007,-0.8775,-0.0000,2760,80.0,60.5,1.2000
740036.0698536574,1.2826,0.0006,-0.8775,0.0000,2760,80.0,60.5,1.2000
740036.0698537152,1.2836,0.0006,-0.8775,0.0000,2760,80.0,60.5,1.2000
740036.0698537963,1.2847,0.0006,-0.8776,0.0000,2760,80.0,60.5,1.2000
740036.0698540278,1.2857,0.0006,-0.8776,0.0000,2760,80.0,60.5,1.2000
740036.0698540857,1.2867,0.0006,-0.8776,0.0000,2760,80.0,60.5,1.2000
740036.0698541667,1.2877,0.0006,-0.8776,0.0000,2760,80.0,60.5,1.2000
740036.0698542361,1.2888,0.0006,-0.8776,0.0000,2760,80.0,60.5,1.2000
740036.0698544792,1.2898,0.0006,-0.8776,-0.0000,2760,80.0,60.5,1.2000
740036.0698545602,1.2908,0.0006,-0.8776,-0.0000,2760,80.0,60.5,1.2000
740036.0698546181,1.2918,0.0006,-0.8776,-0.0000,2760,80.0,60.5,1.2000
740036.0698546759,1.2929,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698549190,1.2939,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698550000,1.2949,0.0006,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698550579,1.2959,0.0005,-0.8777,-0.0000,2760,80.0,60.5,1.2000
740036.0698554862,1.2969,0.0005,-0.8778,-0.0000,2760,80.0,60.5,1.2000
740036.0698557523,1.2979,0.0005,-0.8778,0.0000,2760,80.0,60.5,1.2000
740036.0698558218,1.2990,0.0005,-0.8778,0.0000,2760,80.0,60.5,1.2000
740036.0698558796,1.3000,0.0005,-0.8778,0.0000,2760,80.0,60.5,1.2000
740036.0698559375,1.3010,0.0005,-0.8779,0.0000,2760,80.0,60.5,1.2000
740036.0698563658,1.3020,0.0005,-0.8779,0.0000,2760,80.0,60.5,1.2000
740036.0698564352,1.3031,0.0005,-0.8778,-0.0000,2760,80.0,60.5,1.2000
740036.0698565277,1.3041,0.0005,-0.8778,-0.0000,2760,80.0,60.5,1.2000
740036.0698566088,1.3052,0.0005,-0.8779,-0.0000,2760,80.0,60.5,1.2000
740036.0698568982,1.3062,0.0005,-0.8779,-0.0000,2760,80.0,60.5,1.2000
740036.0698569675,1.3072,0.0005,-0.8779,-0.0000,2760,80.0,60.5,1.2000
740036.0698570255,1.3082,0.0005,-0.8779,-0.0000,2760,80.0,60.5,1.2000
740036.0698570834,1.3092,0.0005,-0.8779,-0.0000,2760,80.0,60.5,1.2000
740036.0698574884,1.3102,0.0004,-0.8780,-0.0000,2760,80.0,60.5,1.2000
740036.0698575694,1.3113,0.0004,-0.8780,-0.0000,2760,80.0,60.5,1.2000
740036.0698576273,1.3123,0.0004,-0.8780,-0.0000,2760,80.0,60.5,1.2000
740036.0698577083,1.3133,0.0004,-0.8781,-0.0000,2760,80.0,60.5,1.2000
740036.0698579861,1.3143,0.0004,-0.8781,-0.0000,2760,80.0,60.5,1.2000
740036.0698580440,1.3153,0.0003,-0.8781,-0.0000,2760,80.0,60.5,1.2000
740036.0698581134,1.3163,0.0003,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698581829,1.3173,0.0003,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698584839,1.3184,0.0003,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698585764,1.3194,0.0003,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698586574,1.3204,0.0003,-0.8782,-0.0000,2760,80.0,60.5,1.2000
740036.0698587036,1.3214,0.0002,-0.8783,-0.0000,2760,80.0,60.5,1.2000
740036.0698590741,1.3224,0.0002,-0.8783,-0.0000,2760,80.0,60.5,1.2000
740036.0698591666,1.3234,0.0002,-0.8783,-0.0000,2760,80.0,60.5,1.2000
740036.0698592477,1.3245,0.0002,-0.8784,-0.0000,2760,80.0,60.5,1.2000
740036.0698595486,1.3255,0.0001,-0.8784,-0.0000,2760,80.0,60.5,1.2000
740036.0698598727,1.3265,0.0001,-0.8784,-0.0000,2760,80.0,60.5,1.2000
740036.0698599652,1.3275,0.0001,-0.8785,-0.0001,2760,80.0,60.5,1.2000
